serial_number,fold,true_biotreat,predicted_biotreat,confidence,served_population,population_bucket,N2O_true_EF,N2O_pred_EF_mean,N2O_pred_EF_p2.5,N2O_pred_EF_p97.5,CH4_true_EF,CH4_pred_EF_mean,CH4_pred_EF_p2.5,CH4_pred_EF_p97.5
74508,3,Lagoon,Lagoon,0.4898090985417366,18927.05,large: 10000+,0.06996540113766683,0.20943988859653473,0.05097109079360962,0.5762407183647156,0.102,0.07003509253263474,0.03782780468463898,0.1065906211733818
74526,3,EA,EA,0.4854626484513283,113562.3,large: 10000+,0.8070073797106073,0.5657925605773926,0.07388903945684433,1.3701097965240479,0.021608997891512972,0.021346358582377434,0.0049847508780658245,0.050348829478025436
74544,3,Lagoon,Lagoon,0.3621703424975276,23658.8125,large: 10000+,0.06996540113766683,0.26028427481651306,0.05522727966308594,0.7550751566886902,0.102,0.058988697826862335,0.03078923001885414,0.092767633497715
74551,3,TF,OD,0.3222033354602754,56781.15,large: 10000+,0.0923952398300473,0.26574456691741943,0.059262681752443314,0.7233795523643494,0.03271917119861291,0.041491467505693436,0.019595559686422348,0.06968390196561813
74553,3,CAS,Lagoon,0.4204580396115779,23658.8125,large: 10000+,0.46002504380856235,0.21748803555965424,0.053556229919195175,0.5973092317581177,0.021608997891512972,0.06784244626760483,0.03655950352549553,0.10473915934562683
74576,3,CAS,Lagoon,0.4201912417411804,26497.87,large: 10000+,0.46002504380856235,0.1918545961380005,0.052110329270362854,0.4880110025405884,0.021608997891512972,0.06749277561903,0.03685658052563667,0.09945663809776306
74597,3,Pond,Lagoon,0.4788163411170244,18927.05,large: 10000+,0.06996540113766683,0.1679123044013977,0.046710073947906494,0.43999090790748596,0.102,0.08500631153583527,0.046564482152462006,0.14137177169322968
74634,3,MLE,EA,0.4104005579650402,181699.68,large: 10000+,0.35860250301640345,0.5957139730453491,0.1007125973701477,1.3377403020858765,0.023514902363823247,0.021180400624871254,0.006172787398099899,0.04580405354499817
74645,3,CAS,Lagoon,0.3254420055821538,22712.46,large: 10000+,0.46002504380856235,0.25371068716049194,0.06128532811999321,0.7705062627792358,0.021608997891512972,0.05604180321097374,0.0304575078189373,0.08606122434139252
74670,3,MLE,MLE,0.4321837301589548,624592.65,large: 10000+,0.35860250301640345,0.5180014371871948,0.07937022298574448,1.3432356119155884,0.023514902363823247,0.019726106896996498,0.01056826300919056,0.030584128573536873
74691,3,CAS,EA,0.4225421263575554,24605.165,large: 10000+,0.46002504380856235,0.529143750667572,0.078444704413414,1.300111174583435,0.021608997891512972,0.021503537893295288,0.005622710566967726,0.051119837909936905
74793,3,CAS,OD,0.3985453466922045,48642.5185,large: 10000+,0.46002504380856235,0.49277666211128235,0.08927489072084427,1.147971272468567,0.021608997891512972,0.02167983539402485,0.006196742877364159,0.05028555542230606
74800,3,Lagoon,OD,0.6136242675036192,13248.935,large: 10000+,0.06996540113766683,0.39464229345321655,0.07640846073627472,0.9179025292396545,0.102,0.02220010757446289,0.005867759231477976,0.05991502106189728
74810,3,CAS,AO,0.3197034304514527,246051.65,large: 10000+,0.46002504380856235,0.5487498044967651,0.09043779224157333,1.2430158853530884,0.021608997891512972,0.020220471546053886,0.006344263907521963,0.04069827124476433
74844,3,Lagoon,OD,0.5499150016009807,52995.74,large: 10000+,0.06996540113766683,0.39751866459846497,0.08543174713850021,0.8756453394889832,0.102,0.02176894061267376,0.0062835849821567535,0.05672663450241089
74891,3,CAS,OD,0.5782898308187723,31229.6325,large: 10000+,0.46002504380856235,0.37399551272392273,0.07936304062604904,0.8336822986602783,0.021608997891512972,0.022280672565102577,0.00684240460395813,0.05738317593932152
74902,3,TF,AO,0.3101032347232103,189270.5,large: 10000+,0.0923952398300473,0.546458899974823,0.099045030772686,1.165744423866272,0.03271917119861291,0.01993594318628311,0.006172205787152052,0.03938984125852585
74907,3,TF,EA,0.3774363906234503,62080.724,large: 10000+,0.0923952398300473,0.5559775233268738,0.08836908638477325,1.283233880996704,0.03271917119861291,0.021274005994200706,0.006509771104902029,0.0451461598277092
74948,3,Pond,EA,0.5300317770689726,28390.575,large: 10000+,0.06996540113766683,0.5830522179603577,0.0677504613995552,1.490498423576355,0.102,0.021716348826885223,0.004678932949900627,0.053148239850997925
74994,3,Lagoon,OD,0.4091327519416809,79493.61,large: 10000+,0.06996540113766683,0.48445820808410645,0.09642916917800903,1.0609378814697266,0.102,0.021910373121500015,0.0068496898747980595,0.049487628042697906
75134,3,CAS,MLE,0.5854338247552514,66244.675,large: 10000+,0.46002504380856235,0.4311372935771942,0.05777561292052269,1.4356189966201782,0.021608997891512972,0.02189001254737377,0.012616343796253204,0.03328866511583328
75137,3,AO,AO,0.7136903463229537,567811.5,large: 10000+,0.45442625910922374,0.4516681730747223,0.03556177020072937,1.3596174716949463,0.0169423506541553,0.018800346180796623,0.002760522533208132,0.04999793320894241
75139,3,MLE,MLE,0.5967617937847972,203465.7875,large: 10000+,0.35860250301640345,0.43693193793296814,0.044442612677812576,1.4975918531417847,0.023514902363823247,0.021297108381986618,0.01104137022048235,0.033798784017562866
75149,3,CAS,MLE,0.5553866830393672,73815.495,large: 10000+,0.46002504380856235,0.47952142357826233,0.06078740209341049,1.4652987718582153,0.021608997891512972,0.02152262255549431,0.012126869522035122,0.033162932842969894
75191,3,MLE,EA,0.3299477302283048,55077.7155,large: 10000+,0.35860250301640345,0.5674483180046082,0.08641024678945541,1.2848777770996094,0.023514902363823247,0.02083306387066841,0.006764302961528301,0.04210764169692993
75199,3,CAS,MLE,0.3254349160902202,71922.79,large: 10000+,0.46002504380856235,0.5154069066047668,0.09073814004659653,1.2235982418060303,0.021608997891512972,0.020724136382341385,0.00913564208894968,0.03665461391210556
75211,3,OD,EA,0.3065312818549573,26119.329,large: 10000+,0.1650154106879044,0.5503166913986206,0.08637621253728867,1.2824434041976929,0.02294083003071408,0.0214117169380188,0.009067432954907417,0.0407247394323349
75215,3,CAS,MLE,0.6706925284266472,151416.4,large: 10000+,0.46002504380856235,0.42207977175712585,0.047666747123003006,1.5181610584259033,0.021608997891512972,0.021945158019661903,0.013321714475750923,0.03163473308086395
75216,3,AO,MLE,0.4696089032627642,511976.7025,large: 10000+,0.45442625910922374,0.43560317158699036,0.04144115000963211,1.3189935684204102,0.0169423506541553,0.020331524312496185,0.007738213520497084,0.03910603001713753
75219,3,CAS,AO,0.2742858847975731,66244.675,large: 10000+,0.46002504380856235,0.5438284277915955,0.10279543697834015,1.2121754884719849,0.021608997891512972,0.020202377811074257,0.007951878011226654,0.03740638494491577
75229,3,RBC,CAS,0.3290593516528606,15141.64,large: 10000+,0.0923952398300473,0.3828608989715576,0.06171002611517906,1.0379159450531006,0.031049244993640493,0.03850027918815613,0.018764860928058624,0.06446749716997147
75234,3,EA,AO,0.5328923175781966,308510.915,large: 10000+,0.8070073797106073,0.4957907199859619,0.06589661538600922,1.2405802011489868,0.021608997891512972,0.01946849748492241,0.005346999503672123,0.04322598874568939
75259,3,CAS,EA,0.4171756731718778,12681.1235,large: 10000+,0.46002504380856235,0.5481757521629333,0.0646810382604599,1.3812642097473145,0.021608997891512972,0.022097771987318993,0.007464577443897724,0.04753979295492172
75270,3,MLE,MLE,0.9305260911285878,39178.9935,large: 10000+,0.35860250301640345,0.3782927989959717,0.009062029421329498,1.7906197309494019,0.023514902363823247,0.023454846814274788,0.01575656794011593,0.028964240103960037
75273,3,MLE,MLE,0.8592036063671112,1589872.2,large: 10000+,0.35860250301640345,0.3950868546962738,0.0236671082675457,1.7255581617355347,0.023514902363823247,0.02312925085425377,0.015326198190450668,0.02944050543010235
75303,3,CAS,MLE,0.641982896104455,2129293.125,large: 10000+,0.46002504380856235,0.4766978621482849,0.0477193146944046,1.5681519508361816,0.021608997891512972,0.022451486438512802,0.013230596669018269,0.03410213068127632
75305,3,MLE,MLE,0.7325384175777435,56781.15,large: 10000+,0.35860250301640345,0.4324989318847656,0.028714478015899658,1.641677737236023,0.023514902363823247,0.0227668434381485,0.014039992354810238,0.032832808792591095
75312,3,MLE,MLE,0.7849009756147861,45424.92,large: 10000+,0.35860250301640345,0.4250592887401581,0.021203767508268356,1.729384183883667,0.023514902363823247,0.023060139268636703,0.014354056678712368,0.03259226307272911
75329,3,CAS,AO,0.4114812015742063,1816996.8,large: 10000+,0.46002504380856235,0.537756621837616,0.06840328872203827,1.2926815748214722,0.021608997891512972,0.02010464295744896,0.006097392179071903,0.042179983109235764
75331,3,CAS,MLE,0.4331823247373104,189270.5,large: 10000+,0.46002504380856235,0.4966011643409729,0.06252320110797882,1.340547800064087,0.021608997891512972,0.022065460681915283,0.010475564748048782,0.04031937196850777
75345,3,CAS,MLE,0.3948671855330467,170343.45,large: 10000+,0.46002504380856235,0.5288701057434082,0.07422297447919846,1.342291235923767,0.021608997891512972,0.02181217074394226,0.010074707679450512,0.04013689234852791
75346,3,CAS,MLE,0.7840383266210555,378541.0,large: 10000+,0.46002504380856235,0.4057159125804901,0.03007536567747593,1.6894880533218384,0.021608997891512972,0.022894786670804024,0.014704881235957146,0.0309247225522995
75350,3,CAS,OD,0.3619663303159177,26876.411,large: 10000+,0.46002504380856235,0.4453786611557007,0.06528224050998688,1.1696209907531738,0.021608997891512972,0.0224286001175642,0.008941024541854858,0.04846932366490364
75362,3,EA,EA,0.4242139573283494,56781.15,large: 10000+,0.8070073797106073,0.5356338620185852,0.036363761872053146,1.514233946800232,0.021608997891512972,0.022362567484378815,0.008505767211318016,0.045808836817741394
75390,3,CAS,EA,0.3787306970506906,456141.905,large: 10000+,0.46002504380856235,0.5644603371620178,0.07678908109664917,1.3372055292129517,0.021608997891512972,0.020525092259049416,0.006281640846282244,0.04292602092027664
75398,3,Pond,MLE,0.4131358346696943,14195.2875,large: 10000+,0.06996540113766683,0.4596336781978607,0.04806353896856308,1.3107720613479614,0.102,0.022574445232748985,0.00947533082216978,0.04424646869301796
75403,3,CAS,MLE,0.5503404653146863,75708.2,large: 10000+,0.46002504380856235,0.4612739384174347,0.05426342785358429,1.4046740531921387,0.021608997891512972,0.02253066934645176,0.01230690348893404,0.03745581954717636
75404,3,CAS,EA,0.4306162863671779,13873.52765,large: 10000+,0.46002504380856235,0.5085214972496033,0.05791396275162697,1.27099609375,0.021608997891512972,0.021948814392089844,0.0055001224391162395,0.05139240622520447
75429,3,EA,EA,0.469111102476716,14384.558,large: 10000+,0.8070073797106073,0.571404218673706,0.0686948150396347,1.4060364961624146,0.021608997891512972,0.02189887873828411,0.006638999562710524,0.049026742577552795
75452,3,RBC,MLE,0.4551953724734485,78168.7165,large: 10000+,0.0923952398300473,0.4395778775215149,0.05120155215263367,1.2921432256698608,0.031049244993640493,0.022642891854047775,0.010468310676515102,0.044074513018131256
75460,3,CAS,EA,0.4585808927118778,141952.875,large: 10000+,0.46002504380856235,0.5852867960929871,0.07273253798484802,1.4137173891067505,0.021608997891512972,0.021783825010061264,0.007519934792071581,0.047746021300554276
75465,3,MLE,MLE,0.6204614419043064,56781.15,large: 10000+,0.35860250301640345,0.45354872941970825,0.037794120609760284,1.4910955429077148,0.023514902363823247,0.022798115387558937,0.012545124627649784,0.03720182552933693
75493,3,CAS,EA,0.3826152497455478,189270.5,large: 10000+,0.46002504380856235,0.5531951189041138,0.07072117924690247,1.3692072629928589,0.021608997891512972,0.021816909313201904,0.008394565433263779,0.04410469904541969
75534,3,EA,OD,0.4365670080631971,28390.575,large: 10000+,0.8070073797106073,0.462130606174469,0.059035252779722214,1.134502649307251,0.021608997891512972,0.022465409711003304,0.006449694279581308,0.051978372037410736
75545,3,CAS,MLE,0.6206364042311907,28390.575,large: 10000+,0.46002504380856235,0.40767011046409607,0.03470180928707123,1.4825776815414429,0.021608997891512972,0.02300751581788063,0.012465466745197773,0.04006962478160858
75546,3,CAS,EA,0.4074315932542086,26497.87,large: 10000+,0.46002504380856235,0.49247246980667114,0.05590243637561798,1.252044916152954,0.021608997891512972,0.022174295037984848,0.005998604465276003,0.05157341808080673
75567,3,CAS,MLE,0.4678286304920911,75708.2,large: 10000+,0.46002504380856235,0.48652568459510803,0.06401524692773819,1.344131350517273,0.021608997891512972,0.02220800518989563,0.011269121430814266,0.038280587643384933
75570,3,CAS,MLE,0.6599597824886442,73815.495,large: 10000+,0.46002504380856235,0.4110502004623413,0.03192504867911339,1.547532320022583,0.021608997891512972,0.022989023476839066,0.01301722601056099,0.03823951631784439
75729,3,EA,CAS,0.3337378501668572,1135623.0,large: 10000+,0.8070073797106073,0.4096161127090454,0.059664223343133926,1.1412051916122437,0.021608997891512972,0.0445585623383522,0.017482979223132133,0.07984133809804916
75731,3,TF,EA,0.58884129473567,227124.6,large: 10000+,0.0923952398300473,0.6614587903022766,0.0651363804936409,1.6653939485549927,0.03271917119861291,0.020998217165470123,0.004697743803262711,0.051660630851984024
75734,3,CAS,EA,0.4977127567231655,37854.1,large: 10000+,0.46002504380856235,0.5689558386802673,0.06352774053812027,1.4118400812149048,0.021608997891512972,0.0216138307005167,0.0045353504829108715,0.05372009426355362
75739,3,EA,CAS,0.4215333943367004,94635.25,large: 10000+,0.8070073797106073,0.5003554821014404,0.05133763700723648,1.3748834133148193,0.021608997891512972,0.025908270850777626,0.009248843416571617,0.051622550934553146
75758,3,TF,EA,0.4863774760812521,14195.2875,large: 10000+,0.0923952398300473,0.5332173109054565,0.048641420900821686,1.376949429512024,0.03271917119861291,0.02978510968387127,0.011698326095938683,0.058514196425676346
75766,3,EA,EA,0.7346853066086769,34068.69,large: 10000+,0.8070073797106073,0.679099977016449,0.0429474338889122,1.8062037229537964,0.021608997891512972,0.02167889103293419,0.0028464971110224724,0.06198679655790329
75780,3,CAS,EA,0.7591577074825764,151416.4,large: 10000+,0.46002504380856235,0.7214961647987366,0.0510588139295578,1.8612782955169678,0.021608997891512972,0.02138836309313774,0.003423894289880991,0.06593305617570877
75830,3,EA,CAS,0.3790928511470556,37854.1,large: 10000+,0.8070073797106073,0.4962231516838074,0.06537056714296341,1.2775019407272339,0.021608997891512972,0.02898559533059597,0.01269916445016861,0.05265423655509949
75861,3,CAS,EA,0.656126917719841,75708.2,large: 10000+,0.46002504380856235,0.6690460443496704,0.05682443827390671,1.6869693994522095,0.021608997891512972,0.021513240411877632,0.003878100775182247,0.05829329788684845
75881,3,EA,EA,0.6396614764779807,27538.85775,large: 10000+,0.8070073797106073,0.6229616403579712,0.04349365457892418,1.664610743522644,0.021608997891512972,0.021756017580628395,0.0029929589945822954,0.05774064362049103
75895,3,EA,EA,0.4696867786943912,11583.3546,large: 10000+,0.8070073797106073,0.4986192286014557,0.04913603514432907,1.3248904943466187,0.021608997891512972,0.04385942593216896,0.021408094093203545,0.07365331053733826
75930,3,TF,EA,0.4865587401092052,14573.8285,large: 10000+,0.0923952398300473,0.5140272974967957,0.046828869730234146,1.3414660692214966,0.03271917119861291,0.03926658257842064,0.01791735552251339,0.06931788474321365
75967,3,CAS,EA,0.3420393984913826,28390.575,large: 10000+,0.46002504380856235,0.43086621165275574,0.05626964941620827,1.085024118423462,0.021608997891512972,0.04414011538028717,0.022710341960191727,0.0738423764705658
75989,3,EA,EA,0.6858866177499294,68137.38,large: 10000+,0.8070073797106073,0.6734218001365662,0.0548083558678627,1.769674301147461,0.021608997891512972,0.021784542128443718,0.003417840227484703,0.05964565649628639
75994,3,EA,EA,0.8044767179489136,47317.625,large: 10000+,0.8070073797106073,0.7097122073173523,0.0391283743083477,1.9079670906066895,0.021608997891512972,0.02174551971256733,0.0025954267475754023,0.07090406864881516
76009,3,EA,EA,0.3525757007300854,18075.33275,large: 10000+,0.8070073797106073,0.45381036400794983,0.05389261618256569,1.145493984222412,0.021608997891512972,0.03993430733680725,0.019736334681510925,0.06560559570789337
76052,3,CAS,EA,0.484862545877695,170343.45,large: 10000+,0.46002504380856235,0.6360922455787659,0.07749076187610626,1.5442934036254883,0.021608997891512972,0.02399495802819729,0.006940945517271757,0.05396397039294243
76053,3,CAS,EA,0.5803080235123634,141952.875,large: 10000+,0.46002504380856235,0.638182520866394,0.06261458992958069,1.6207524538040161,0.021608997891512972,0.02193935215473175,0.006261682137846947,0.05505555868148804
76060,3,EA,OD,0.4461072784513235,108073.4555,large: 10000+,0.8070073797106073,0.4395597279071808,0.09243007004261017,0.9457595944404602,0.021608997891512972,0.020738672465085983,0.005471522454172373,0.05062716454267502
76263,3,CAS,AO,0.4273113728016615,302832.8,large: 10000+,0.46002504380856235,0.5338172912597656,0.07232070714235306,1.2424819469451904,0.021608997891512972,0.019979381933808327,0.005004593171179295,0.04263845831155777
76340,3,CAS,AO,0.4019209959581494,170343.45,large: 10000+,0.46002504380856235,0.5550917387008667,0.08733902871608734,1.2603867053985596,0.021608997891512972,0.019850607961416245,0.005142355337738991,0.041941747069358826
76359,3,CAS,EA,0.512480188280344,88957.135,large: 10000+,0.46002504380856235,0.613912045955658,0.07562831789255142,1.5231103897094727,0.021608997891512972,0.02094350941479206,0.004962816368788481,0.049898479133844376
76376,3,CAS,CAS,0.5093559978604316,14763.099,large: 10000+,0.46002504380856235,0.42293858528137207,0.058423519134521484,1.3148980140686035,0.021608997891512972,0.03119744174182415,0.013833361677825451,0.06137602776288986
76441,3,EA,EA,0.3606072462052107,210090.255,large: 10000+,0.8070073797106073,0.5769186019897461,0.07895821332931519,1.3273261785507202,0.021608997891512972,0.0200316421687603,0.005507243797183037,0.04251020401716232
76445,3,CAS,EA,0.4358979670107364,170343.45,large: 10000+,0.46002504380856235,0.600961446762085,0.08386688679456711,1.3959437608718872,0.021608997891512972,0.0206909142434597,0.006138382945209742,0.04482906311750412
76447,3,CAS,EA,0.4604318339377641,151416.4,large: 10000+,0.46002504380856235,0.614524781703949,0.08958634734153748,1.4340909719467163,0.021608997891512972,0.020666474476456642,0.005417457316070795,0.046765491366386414
76457,3,CAS,EA,0.5184535098969937,11356.23,large: 10000+,0.46002504380856235,0.5780473351478577,0.06294942647218704,1.4492679834365845,0.021608997891512972,0.021397680044174194,0.004147555213421583,0.052531756460666656
76495,3,CAS,EA,0.3481440635994077,47317.625,large: 10000+,0.46002504380856235,0.5137304663658142,0.08145368099212646,1.1891835927963257,0.021608997891512972,0.021048355847597122,0.0057398476637899876,0.04650898650288582
76514,3,CAS,EA,0.3224571676179766,93688.8975,large: 10000+,0.46002504380856235,0.5424857139587402,0.0868559256196022,1.2182923555374146,0.021608997891512972,0.020612133666872978,0.0060780723579227924,0.042975716292858124
76515,3,CAS,EA,0.3378846469447016,75708.2,large: 10000+,0.46002504380856235,0.5398467779159546,0.08393752574920654,1.2278953790664673,0.021608997891512972,0.02077995054423809,0.006028519477695227,0.043496839702129364
76521,3,CAS,AO,0.4721868159249425,301697.177,large: 10000+,0.46002504380856235,0.5168823003768921,0.07470604032278061,1.218808889389038,0.021608997891512972,0.019631465896964073,0.005612054839730263,0.04177287220954895
76528,3,CAS,EA,0.5647821407616138,18927.05,large: 10000+,0.46002504380856235,0.6117293238639832,0.06911157071590424,1.5204848051071167,0.021608997891512972,0.021328262984752655,0.004482732154428959,0.05419745668768883
76538,3,CAS,EA,0.5228078524619341,143277.7685,large: 10000+,0.46002504380856235,0.6261494159698486,0.07956751435995102,1.4970734119415283,0.021608997891512972,0.02102455124258995,0.005380317103117704,0.04976688697934151
76553,3,CAS,EA,0.3416895479559898,85171.725,large: 10000+,0.46002504380856235,0.5532782077789307,0.087520070374012,1.2510093450546265,0.021608997891512972,0.02077084220945835,0.006075146608054638,0.04284120723605156
76556,3,TF,EA,0.4038077670708299,170343.45,large: 10000+,0.0923952398300473,0.5919345617294312,0.08389951288700104,1.3951741456985474,0.03271917119861291,0.020766623318195343,0.006050031166523695,0.043700817972421646
76565,3,CAS,EA,0.3736091769486666,56781.15,large: 10000+,0.46002504380856235,0.5464125275611877,0.08448203653097153,1.2353371381759644,0.021608997891512972,0.020668160170316696,0.005269968416541815,0.045789219439029694
76578,3,CAS,CAS,0.4458774949014187,12491.853,large: 10000+,0.46002504380856235,0.3870186507701874,0.059191327542066574,1.178554654121399,0.021608997891512972,0.03770332410931587,0.019239218905568123,0.06462417542934418
76746,3,Pond,CAS,0.4956655176877975,13722.11125,large: 10000+,0.06996540113766683,0.39413243532180786,0.05565445125102997,1.30221688747406,0.102,0.037434037774801254,0.014599625952541828,0.07032933831214905
76763,3,CAS,EA,0.5833473532795906,14573.8285,large: 10000+,0.46002504380856235,0.6049495339393616,0.056806087493896484,1.5242955684661865,0.021608997891512972,0.021615013480186462,0.004059159196913242,0.055109694600105286
76764,3,OD,OD,0.4317760272175073,24983.706,large: 10000+,0.1650154106879044,0.519477367401123,0.06827056407928467,1.2517027854919434,0.02294083003071408,0.02179950661957264,0.0045968322083354,0.05310916155576706
76793,3,CAS,OD,0.5556724770367145,18927.05,large: 10000+,0.46002504380856235,0.44689473509788513,0.05499136820435524,1.176709771156311,0.021608997891512972,0.022126615047454834,0.004344089888036251,0.05963582172989845
76808,3,CAS,EA,0.4874244674444198,19873.4025,large: 10000+,0.46002504380856235,0.5504789352416992,0.06429566442966461,1.364249348640442,0.021608997891512972,0.021755315363407135,0.0046833879314363,0.053290463984012604
76840,3,CAS,OD,0.4799521636366844,37854.1,large: 10000+,0.46002504380856235,0.460796594619751,0.07116197049617767,1.127884864807129,0.021608997891512972,0.02170383371412754,0.005267492029815912,0.054005879908800125
77043,3,EA,EA,0.7228198721408844,14195.2875,large: 10000+,0.8070073797106073,0.6985139846801758,0.05258830264210701,1.8367180824279785,0.021608997891512972,0.02129867859184742,0.003313882276415825,0.05813656002283096
77078,3,TF,EA,0.675895096629858,151416.4,large: 10000+,0.0923952398300473,0.7099973559379578,0.06604019552469254,1.7709259986877441,0.03271917119861291,0.02107081189751625,0.0036835710052400827,0.059525031596422195
77083,3,AO,AO,0.6614210302680731,1135623.0,large: 10000+,0.45442625910922374,0.5275985598564148,0.06591856479644775,1.3181345462799072,0.0169423506541553,0.018724707886576653,0.0036590860690921545,0.04717942699790001
77136,3,CAS,EA,0.5648515657186508,45424.92,large: 10000+,0.46002504380856235,0.667168378829956,0.08309024572372437,1.5974981784820557,0.021608997891512972,0.021217675879597664,0.004850426223129034,0.053256064653396606
77157,3,EA,EA,0.6397743007093668,15330.9105,large: 10000+,0.8070073797106073,0.6220340728759766,0.042832303792238235,1.6908222436904907,0.021608997891512972,0.021924642845988274,0.003174957586452365,0.05788924917578697
77173,3,CAS,EA,0.676098849862814,113562.3,large: 10000+,0.46002504380856235,0.6710866093635559,0.06128537282347679,1.7304052114486694,0.021608997891512972,0.02137243002653122,0.0037063739728182554,0.060091689229011536
77189,3,CAS,EA,0.6359534511417151,23658.8125,large: 10000+,0.46002504380856235,0.6601864099502563,0.05927394703030586,1.682194471359253,0.021608997891512972,0.021513771265745163,0.003718322142958641,0.05874970182776451
77198,3,CAS,EA,0.6156283304393292,66244.675,large: 10000+,0.46002504380856235,0.6651769876480103,0.06650860607624054,1.6513677835464478,0.021608997891512972,0.021536726504564285,0.004044713918119669,0.05478334054350853
77223,3,CAS,EA,0.554979478046298,34068.69,large: 10000+,0.46002504380856235,0.6339468955993652,0.06991210579872131,1.5678930282592773,0.021608997891512972,0.021855777129530907,0.004424259997904301,0.05423346534371376
77269,3,RBC,EA,0.6555230308771134,11356.23,large: 10000+,0.0923952398300473,0.6721051931381226,0.0567183792591095,1.7275749444961548,0.031049244993640493,0.021617352962493896,0.0034346706233918667,0.05880746245384216
77373,3,EA,EA,0.7971396048665047,10693.78325,large: 10000+,0.8070073797106073,0.7144871354103088,0.03515663743019104,1.923753261566162,0.021608997891512972,0.021566864103078842,0.0023059649392962456,0.06934768706560135
77376,3,CAS,EA,0.7054056267142296,18927.05,large: 10000+,0.46002504380856235,0.6688278317451477,0.04445955902338028,1.786540150642395,0.021608997891512972,0.021513065323233604,0.0028725715819746256,0.060716282576322556
77561,3,TF,Lagoon,0.3513658841997385,17791.427,large: 10000+,0.0923952398300473,0.22302620112895966,0.0652204155921936,0.5726460218429565,0.03271917119861291,0.06716253608465195,0.039572153240442276,0.09749548882246017
77602,3,TF,OD,0.421825385287404,11924.0415,large: 10000+,0.0923952398300473,0.6422918438911438,0.09520579129457474,1.4599860906600952,0.03271917119861291,0.021335702389478683,0.005361178424209356,0.050932627171278
77604,3,EA,CAS,0.4043177770227193,11356.23,large: 10000+,0.8070073797106073,0.3835189938545227,0.07192282378673553,1.1110490560531616,0.021608997891512972,0.04258166626095772,0.02223411202430725,0.0690000057220459
77657,3,SBR,EA,0.4784535096138715,108906.2457,large: 10000+,1.8718395132955983,0.679633378982544,0.10033003240823746,1.543545126914978,0.016693715234024208,0.020690180361270905,0.005396919324994087,0.04741984233260155
77755,3,AO,CAS,0.6768198864161968,283905.75,large: 10000+,0.45442625910922374,0.43501004576683044,0.05719805136322975,1.5982757806777954,0.0169423506541553,0.025043616071343422,0.007120269350707531,0.06375226378440857
77873,3,CAS,OD,0.3828768763542175,59430.937,large: 10000+,0.46002504380856235,0.638089656829834,0.1227700412273407,1.428941249847412,0.021608997891512972,0.021329864859580994,0.006598896812647581,0.04812481254339218
77875,3,Lagoon,TF,0.2904390142336487,18548.509,large: 10000+,0.06996540113766683,0.21931838989257812,0.06590196490287781,0.5468577146530151,0.102,0.053763072937726974,0.02941238507628441,0.08153107762336731
77978,3,TF,CAS,0.5275477283895016,41639.51,large: 10000+,0.0923952398300473,0.3608373999595642,0.0584605447947979,1.2600879669189453,0.03271917119861291,0.030718175694346428,0.012661159969866276,0.05975004658102989
77992,3,CAS,TF,0.2335582097619772,15690.52445,large: 10000+,0.46002504380856235,0.21198810636997223,0.0653316006064415,0.5476483106613159,0.021608997891512972,0.055094823241233826,0.03149637207388878,0.08106251060962677
78006,3,CAS,CAS,0.3304899933189154,20270.87055,large: 10000+,0.46002504380856235,0.29401153326034546,0.06836844980716705,0.9000498056411743,0.021608997891512972,0.04216788336634636,0.02216426655650139,0.06612132489681244
78012,3,TF,EA,0.3696834747120738,189270.5,large: 10000+,0.0923952398300473,0.658460795879364,0.11349934339523315,1.4462441205978394,0.03271917119861291,0.020067550241947174,0.005525949411094189,0.04283365607261658
78035,3,CAS,Lagoon,0.2358829098157584,17412.886,large: 10000+,0.46002504380856235,0.222884401679039,0.06657012552022934,0.5499027967453003,0.021608997891512972,0.06075136736035347,0.03455745801329613,0.08934979885816574
78105,3,Lagoon,TF,0.2513982435911894,20895.4632,large: 10000+,0.06996540113766683,0.28781142830848694,0.07373537868261337,0.7572535872459412,0.102,0.04358403757214546,0.02229985222220421,0.06827795505523682
78118,3,AO,EA,0.3277920405715704,70030.085,large: 10000+,0.45442625910922374,0.7546899318695068,0.1405036449432373,1.767956018447876,0.0169423506541553,0.0203685462474823,0.00620914064347744,0.043637245893478394
78170,3,TF,Pond,0.4396870514452457,14649.5367,large: 10000+,0.0923952398300473,0.1668783724308014,0.05785417929291725,0.37361210584640503,0.03271917119861291,0.07373740524053574,0.04253534600138664,0.10799983143806458
78185,3,CAS,EA,0.424040894433856,31267.4866,large: 10000+,0.46002504380856235,0.6008519530296326,0.08454331010580063,1.3946354389190674,0.021608997891512972,0.021411165595054626,0.004977626726031303,0.051214031875133514
78188,3,CAS,TF,0.4572015170827508,62459.265,large: 10000+,0.46002504380856235,0.29564642906188965,0.04695653170347214,1.0384074449539185,0.021608997891512972,0.029262647032737732,0.00931368488818407,0.05308455228805542
78346,3,RBC,OD,0.49366680277884,18927.05,large: 10000+,0.0923952398300473,0.619210422039032,0.11518730223178864,1.5319849252700806,0.031049244993640493,0.02117878943681717,0.0065691787749528885,0.05303919315338135
78360,3,MLE,OD,0.5252801029980183,14195.2875,large: 10000+,0.35860250301640345,0.527934193611145,0.09245538711547852,1.450569987297058,0.023514902363823247,0.021661635488271713,0.006891097407788038,0.054936617612838745
