serial number,population_bucket,served_population,A2O_mean,A2O_std,A2O_ci_lower,A2O_ci_upper,A2O_median,AO_mean,AO_std,AO_ci_lower,AO_ci_upper,AO_median,Anaerobic_mean,Anaerobic_std,Anaerobic_ci_lower,Anaerobic_ci_upper,Anaerobic_median,BAF_mean,BAF_std,BAF_ci_lower,BAF_ci_upper,BAF_median,BNR_mean,BNR_std,BNR_ci_lower,BNR_ci_upper,BNR_median,CAS_mean,CAS_std,CAS_ci_lower,CAS_ci_upper,CAS_median,EA_mean,EA_std,EA_ci_lower,EA_ci_upper,EA_median,Lagoon_mean,Lagoon_std,Lagoon_ci_lower,Lagoon_ci_upper,Lagoon_median,MBR_mean,MBR_std,MBR_ci_lower,MBR_ci_upper,MBR_median,MLE_mean,MLE_std,MLE_ci_lower,MLE_ci_upper,MLE_median,OD_mean,OD_std,OD_ci_lower,OD_ci_upper,OD_median,Pond_mean,Pond_std,Pond_ci_lower,Pond_ci_upper,Pond_median,RBC_mean,RBC_std,RBC_ci_lower,RBC_ci_upper,RBC_median,SBR_mean,SBR_std,SBR_ci_lower,SBR_ci_upper,SBR_median,TF_mean,TF_std,TF_ci_lower,TF_ci_upper,TF_median,Wetland_mean,Wetland_std,Wetland_ci_lower,Wetland_ci_upper,Wetland_median,predicted_biotreat,confidence,prediction_entropy,treatment_level,NAME_0,NAME_1,NAME_2,NAME_3,NAME_4,Region
DE02449,large: 10000+,19600.0,0.0010274498323269653,0.00045050585206475265,0.0004526621261902619,0.002218462037853896,0.0009243844542652369,0.00275506396178389,0.0012734714541143494,0.0011278990103164687,0.006001547060441224,0.0024783159606158733,0.0,0.0,0.0,0.0,0.0,0.0024706373400986193,0.0013427788860696475,0.0008127426990540698,0.0058332688990049035,0.00217940506990999,0.024509209035197273,0.020412678219237115,0.005078246700577438,0.0810663726180791,0.01827339269220829,0.0,0.0,0.0,0.0,0.0,0.9204388573765755,0.04066391505676249,0.8094940423965454,0.9694761782884598,0.9300201833248138,0.0,0.0,0.0,0.0,0.0,0.005199876995524391,0.0032005577252635594,0.0014306689176009969,0.013557740650139746,0.004382253857329488,0.010083556208875962,0.0062413293804256306,0.0028895622759591787,0.02751129744574423,0.008485827594995499,0.019115324973827227,0.011100920069186554,0.005759630841203034,0.04747595135122537,0.01634120848029852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014400023597292602,0.009072064959192003,0.004495942033827305,0.03834464894607662,0.012000663205981255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.9204388573765755,0.4157543122944711,Advanced,Germany,Bayern,Deggendorf,,,Deggendorf
DE02451,large: 10000+,32200.0,0.0012141256509930827,0.0004909383741272881,0.0005427565643913113,0.0023352476942818607,0.001104746712371707,0.0037401188018266114,0.0016178397868742058,0.0015166151511948557,0.007799526664894072,0.0034254082711413503,0.0,0.0,0.0,0.0,0.0,0.0034342050865525378,0.0019071479438847426,0.0011325982864946126,0.007624913519248359,0.002912208205088973,0.036117830388247965,0.02735412716616325,0.008755589672364294,0.1164422500878572,0.028194728307425976,0.0,0.0,0.0,0.0,0.0,0.8971764174699783,0.049559818539249866,0.767263212800026,0.9590415373444557,0.9086961448192596,0.0,0.0,0.0,0.0,0.0,0.009580276440712623,0.00638484497007782,0.002588166989153251,0.026728460006415843,0.00785679230466485,0.011764638830907642,0.007464285623152326,0.0036057379853446036,0.0340676050633192,0.010025086812675,0.02079676017072052,0.011540083795949533,0.0068194139515981075,0.04924711938947439,0.018047790974378586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01617562701762654,0.009823254798142085,0.004819658887572587,0.042698361352086066,0.01353797735646367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.8971764174699783,0.5098845265790165,Advanced,Germany,Bayern,Deggendorf,,,Deggendorf
DE02452,large: 10000+,12600.0,0.001343766423233319,0.0006405262993628867,0.0004956733784638346,0.0028624979604501277,0.0012089170049875975,0.0037824967090855353,0.0019277018688230914,0.0013414816290605812,0.008557459688745439,0.0033446241868659854,0.0,0.0,0.0,0.0,0.0,0.007709682843269548,0.006257136752058139,0.001416953722946346,0.0245656594634056,0.006035496247932315,0.016174873935524373,0.012320299379920028,0.003808900754665956,0.04833541521802537,0.012950153555721045,0.0,0.0,0.0,0.0,0.0,0.8731380524635315,0.06738156676803081,0.7005827188491821,0.9584933459758759,0.8895407319068909,0.0,0.0,0.0,0.0,0.0,0.018086684896610677,0.019535024345747675,0.002349254192085937,0.06535586565732955,0.011689729057252407,0.011265618217061273,0.007295653955779483,0.003245704417349771,0.02860129592008888,0.009348910301923752,0.045133546803612264,0.030910839022705156,0.010757368104532362,0.1284316126257181,0.03657764755189419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233652781433193,0.01588763309935248,0.006096735992468893,0.06596922073513267,0.01895767543464899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.8731380524635315,0.6033659458397354,Advanced,Germany,Bayern,Regen,,,Regen
DE02455,large: 10000+,18900.0,0.0027186685580527408,0.0011397488241509169,0.0010530054598348216,0.005249023728538305,0.0024775477359071374,0.007824219162925146,0.0035168930667065987,0.0028258904931135476,0.016099146474152802,0.007181799039244652,0.0,0.0,0.0,0.0,0.0,0.016382652232423425,0.01204281641471399,0.003236772370291874,0.049874259531497954,0.013095465488731861,0.033748980587814004,0.021583538340672337,0.008689371775835753,0.0898342285305261,0.02843394596129656,0.0,0.0,0.0,0.0,0.0,0.757416673630476,0.10518710880329121,0.5205727607011795,0.9160789176821709,0.7770493924617767,0.0,0.0,0.0,0.0,0.0,0.026150308952666818,0.02171662249915851,0.004517676308751106,0.08567493315786122,0.019909853115677834,0.033441319660050796,0.02098784846331768,0.00868830126710236,0.0919760039076209,0.02796186786144972,0.07992347017861903,0.04754671284268346,0.023538173642009497,0.2021371942013502,0.06773409619927406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042393705599941316,0.024349187695411695,0.01193856296595186,0.10219934713095426,0.03649001941084862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.757416673630476,0.9910399250567101,Advanced,Germany,Bayern,Regen,,,Regen
DE02459,large: 10000+,21000.0,0.001695108519110363,0.0007640720849865999,0.0006385817672708072,0.0034739644557703286,0.0015383627614937723,0.005425680452608503,0.002710711615769894,0.0019203780771931635,0.012114033079706132,0.0048194401897490025,0.0,0.0,0.0,0.0,0.0,0.007020347815705463,0.005194909124316744,0.0013360108860069886,0.020843585720285766,0.005593551322817802,0.02188745875726454,0.015941502860540257,0.005451631860341877,0.06221166988834735,0.01717911660671234,0.0,0.0,0.0,0.0,0.0,0.8659532439708709,0.06525369158515229,0.7127347484230995,0.953374557197094,0.8804766833782196,0.0,0.0,0.0,0.0,0.0,0.010992594958166593,0.008226855087877096,0.002493223431520164,0.03164706323295831,0.008574307896196842,0.021109804012812674,0.01391991890105971,0.005382353789173067,0.057034260686486954,0.017644128762185574,0.04303362465975806,0.028429620398867112,0.012161678425036371,0.1147084454074502,0.036658359691500664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022882136413361877,0.013819606220700189,0.006564776645973325,0.05843912102282047,0.019659540615975857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.8659532439708709,0.6350476137339114,Advanced,Germany,Bayern,Regen,,,Regen
DE02460,large: 10000+,14700.0,0.0015737268255325034,0.000734759634910484,0.0005871575573110022,0.003351328236749395,0.0014219754957593977,0.004376374414074235,0.002143584376980872,0.0015290866344003008,0.009870036668144165,0.003892285982146859,0.0,0.0,0.0,0.0,0.0,0.008696292037318927,0.007339083715708171,0.0016093173733679577,0.02814203305169937,0.006590982433408499,0.01713652346492745,0.01253033811935698,0.004282897827215493,0.051819118484854695,0.013822640758007765,0.0,0.0,0.0,0.0,0.0,0.8598000988066197,0.0713478968145595,0.6862900361418725,0.9513177409768104,0.8747251629829407,0.0,0.0,0.0,0.0,0.0,0.01725308926543221,0.015456548999549173,0.0026265716121997686,0.062333217356354,0.012368340510874987,0.018975735925370826,0.012845563216448206,0.004610526259057224,0.053386966697871664,0.01552039384841919,0.04437887936132029,0.029397263415581937,0.011580160050652922,0.1158737601712346,0.03709731809794903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02780928051099181,0.01929636514591566,0.007187471247743815,0.07999464310705659,0.0224107401445508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.8598000988066197,0.6578922301259582,Advanced,Germany,Bayern,Regen,,,Regen
DE02461,large: 10000+,18900.0,0.0018673977392318192,0.0008393037957658003,0.0007014347211224958,0.0037552262772805986,0.0017110686749219894,0.00516311758197844,0.0024831715886603715,0.001799047228996642,0.011316831363365054,0.004720804048702121,0.0,0.0,0.0,0.0,0.0,0.010280145412485581,0.0077395487994392715,0.0018487188877770679,0.031036147614941,0.008107122033834457,0.025418497442500666,0.0184208220131938,0.0059991365298628805,0.07785334065556523,0.02024898026138544,0.0,0.0,0.0,0.0,0.0,0.8328652657866478,0.08108315528359823,0.6346566408872605,0.9435484051704407,0.8490636348724365,0.0,0.0,0.0,0.0,0.0,0.016523165591643192,0.013875830777208806,0.003042128559900448,0.05343017419800162,0.012513976078480482,0.020428868919610977,0.01396461182358195,0.005459853925276548,0.0523114307783544,0.016837220638990402,0.056893046761862937,0.03655257033968198,0.015397781156934798,0.1534389767795801,0.04706641286611557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030560492646880447,0.0189679740019159,0.008290547505021095,0.08246078975498676,0.025654129683971405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.8328652657866478,0.748606376714637,Advanced,Germany,Bayern,Regen,,,Regen
DE02463,large: 10000+,10500.0,0.0008959619330853457,0.00038590310878607926,0.0003802414918027353,0.0018591344356536864,0.0008076059748418629,0.0032232379551278426,0.001628307407868033,0.0011664608638966456,0.007378134282771497,0.0028414042899385095,0.0,0.0,0.0,0.0,0.0,0.0037308084518881514,0.0022848909334458466,0.001051566205569543,0.009471601643599569,0.0031957136234268546,0.008061762617668137,0.005385208826499004,0.002367768663680181,0.021311224158853292,0.006683127721771598,0.0,0.0,0.0,0.0,0.0,0.9119520848989486,0.0418794747604265,0.8071410104632377,0.9672008723020553,0.922286331653595,0.0,0.0,0.0,0.0,0.0,0.010550198560173158,0.009518996984978724,0.0017506440839497373,0.03303638761863109,0.007434199098497629,0.007530533692101017,0.004725060984742237,0.002232504321727902,0.019916028156876552,0.006360107334330678,0.02850048415735364,0.018046395322867465,0.007689435628708452,0.0773594120517373,0.023627550341188908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025554927862482146,0.01754048374513932,0.006751890596933663,0.06822851635515689,0.020663180388510227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.9119520848989486,0.4484988262103825,Advanced,Germany,Bayern,Straubing-Bogen,,,Straubing-Bogen
DE02482,large: 10000+,77000.0,0.0015249718782433775,0.0005749611236108875,0.0006797725800424814,0.002835235116071999,0.0014385048998519778,0.007976036291918717,0.003970831160114424,0.002836565626785159,0.018100249441340564,0.007200945867225528,0.0,0.0,0.0,0.0,0.0,0.0067899005422368645,0.003962435402349729,0.0021234031300991774,0.016673781629651784,0.005950771737843752,0.07728029770869761,0.05216267944117765,0.01777930920943618,0.2149191118776798,0.062483008950948715,0.0,0.0,0.0,0.0,0.0,0.7700582243800164,0.09754309376061801,0.5573491007089615,0.9109258472919464,0.7864931225776672,0.0,0.0,0.0,0.0,0.0,0.010117328770458699,0.005685690837586113,0.003212171094492078,0.024928937107324592,0.00877365656197071,0.022775545907439663,0.014117724000679264,0.006684348755516112,0.06034656520932913,0.019354884512722492,0.08965810515265912,0.04836295956991379,0.027494204230606556,0.20538046397268755,0.07937857881188393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013819590963423252,0.006957669236320974,0.004956095269881189,0.03182284086942672,0.012358595617115498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.7700582243800164,0.8894092436983901,Advanced,Germany,Bayern,Passau (Kreisfreie Stadt),,,Passau (Kreisfreie Stadt)
DE02487,large: 10000+,15400.0,0.0010209136561024933,0.00047900220753853586,0.0004174922374659218,0.0022281484329141677,0.0008968726033344865,0.0027239289958961308,0.0013408391033891904,0.001045267717563547,0.006224669271614402,0.002382409293204546,0.0,0.0,0.0,0.0,0.0,0.003801892975519877,0.0028171003300356302,0.0010523984266910702,0.011350123304873703,0.0031008803052827716,0.015056683778529987,0.011636586472269702,0.003635547147132456,0.043192817550152536,0.011695622932165861,0.0,0.0,0.0,0.0,0.0,0.9158514543175698,0.04223204156526824,0.7994057029485703,0.9675190523266792,0.9260096251964569,0.0,0.0,0.0,0.0,0.0,0.008132992710976396,0.0056382013531302575,0.0018872101762099191,0.023877167701721186,0.006463584955781698,0.012154389122617432,0.008666551768764741,0.003247105749323964,0.03564845249056816,0.009564776904881,0.02257075196504593,0.01498772719299126,0.006530973827466369,0.06357718110084533,0.019230381585657597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018686993882758542,0.012400473064151585,0.00528172169579193,0.05390403755009172,0.015508466400206089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.9158514543175698,0.44066112877225555,Advanced,Germany,Bayern,Passau,,,Passau
DE02491,large: 10000+,14000.0,0.0009694104384689126,0.00043747588194030133,0.00041936923371395097,0.00209923050715588,0.0008609018987044692,0.0026480487343505956,0.0012758081002347214,0.001039444637717679,0.006063922028988599,0.00237005774397403,0.0,0.0,0.0,0.0,0.0,0.002908604198455578,0.001825512922200414,0.0008568514909711667,0.0074512756080366655,0.0024629816180095077,0.01007550688565243,0.0073046801600201985,0.0027662968554068358,0.029456668440252534,0.007910928688943386,0.0,0.0,0.0,0.0,0.0,0.9244672474265099,0.03718076658122948,0.828919006884098,0.9700421795248986,0.9328972697257996,0.0,0.0,0.0,0.0,0.0,0.008136743460956495,0.006013380013821069,0.0018333805637666956,0.023376995557919136,0.006444397149607539,0.0098369190673111,0.006445721056178174,0.0027550504019018263,0.027789935236796723,0.008007876109331846,0.021394323524553328,0.013139034222794612,0.006265493668615818,0.05675361873582004,0.018515014089643955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019563195573631675,0.013719137089758698,0.005495539365801961,0.05526127405464647,0.015545019414275885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.9244672474265099,0.4021837312020202,Advanced,Germany,Bayern,Passau,,,Passau
DE02493,large: 10000+,18900.0,0.0011689197514206172,0.0005230714284059265,0.000496688624843955,0.002532482490641996,0.0010414834832772613,0.0031519825757713987,0.0014910088438247766,0.0012239699601195753,0.006995332892984149,0.0028554474702104926,0.0,0.0,0.0,0.0,0.0,0.0027587541861576028,0.0015761880005606232,0.0009047621366335079,0.0068768380442634225,0.002355516073293984,0.014519026336958632,0.011254906734895818,0.0034990144718904047,0.04131276486441492,0.01152237644419074,0.0,0.0,0.0,0.0,0.0,0.9097005032300949,0.044566093299124546,0.7965392306447029,0.9645607322454453,0.9213131964206696,0.0,0.0,0.0,0.0,0.0,0.008623802159447223,0.006077723065461395,0.0020139137865044176,0.023279001703485833,0.006877691717818379,0.015281427511479706,0.010171038368067136,0.004263324115891009,0.04471591524779796,0.012682137079536915,0.02350709794089198,0.014753826521750515,0.007626216229982674,0.06102624740451574,0.02002527564764023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02128848726209253,0.014144832822606439,0.006278620136436075,0.05732185253873467,0.017428354360163212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.9097005032300949,0.4648452629633514,Advanced,Germany,Bayern,Passau,,,Passau
DE02494,large: 10000+,14700.0,0.0009273924900044221,0.0004152836925053925,0.00037758160397061147,0.001959673193050548,0.0008246941142715514,0.0028528771737474016,0.0013792646351821615,0.001079913938883692,0.00642150550847873,0.002547855256125331,0.0,0.0,0.0,0.0,0.0,0.0028465388128824996,0.0018041766869323537,0.0008535278640920297,0.007780276716221122,0.002349253627471626,0.01247133426554501,0.00920065437076935,0.003308991709491238,0.03637657249346372,0.009927120991051197,0.0,0.0,0.0,0.0,0.0,0.9258760317564011,0.035684659438635545,0.8361364334821701,0.9719033882021904,0.9341655969619751,0.0,0.0,0.0,0.0,0.0,0.0075536663266830145,0.005194884595388071,0.001737427312764339,0.021366652706637974,0.006137257209047675,0.012060854359180667,0.008147806255600736,0.0034133583656512203,0.03456077193841338,0.009723815135657787,0.01927588371746242,0.012009381404642226,0.005776064528618008,0.051450116001069524,0.016379852779209614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01613542072591372,0.010273589364672412,0.004340288310777396,0.0417674179188907,0.013684738427400589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.9258760317564011,0.39875504181218213,Advanced,Germany,Bayern,Passau,,,Passau
DE02496,large: 10000+,39200.0,0.001095649264520034,0.00047455475842680413,0.00047228248731698844,0.0022538541117683047,0.0009868236957117915,0.004000060501857661,0.00193826063763283,0.0014504744234727696,0.008933036006055772,0.0036144939949736,0.0,0.0,0.0,0.0,0.0,0.002904900448542321,0.0017183300529027452,0.0009482480250881054,0.0077232740819454145,0.002492910251021385,0.021431570812128483,0.016363447407174284,0.005202724819537252,0.06518758498132228,0.016983821988105774,0.0,0.0,0.0,0.0,0.0,0.9094785206317901,0.043672651122505325,0.7981896594166755,0.9635720357298851,0.9203497767448425,0.0,0.0,0.0,0.0,0.0,0.008579647621023468,0.006366337443434213,0.0019216251763282345,0.026104212272912264,0.006703342078253627,0.017436192026827484,0.012609818971815519,0.004744168370962143,0.05384396119043228,0.013674266636371613,0.02134681067778729,0.012670787324634043,0.006776525161694735,0.05497531285509467,0.018083116970956326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013726645782822743,0.007721135161543381,0.004248858918435872,0.03464467292651534,0.011982153169810772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.9094785206317901,0.4675885658647114,Advanced,Germany,Bayern,Passau,,,Passau
DE02497,large: 10000+,11900.0,0.0010252835677820257,0.0004556485407554048,0.0004308359450078569,0.0022350687358994033,0.0009251782903447747,0.0028542464053607545,0.001376154164418728,0.001136465257150121,0.006310586503241211,0.0025477305753156543,0.0,0.0,0.0,0.0,0.0,0.0028568100051779765,0.0016468624904352246,0.000923972217424307,0.00732215216848999,0.0024008926702663302,0.011462127977167256,0.008977484956691824,0.002958157390821725,0.0344406203366816,0.00909388717263937,0.0,0.0,0.0,0.0,0.0,0.9188969787955285,0.04010367953488238,0.8182833775877952,0.968725922703743,0.9275839924812317,0.0,0.0,0.0,0.0,0.0,0.009035027681617066,0.006708075299353446,0.0019692889734869825,0.028051189891993997,0.007115351967513561,0.012526840437902137,0.00916739842724381,0.0032053247326985002,0.037656326405704016,0.010155586060136557,0.020453969238791614,0.012809495819210913,0.006239958689548075,0.05392514243721961,0.01727964822202921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020888717042049393,0.013977793891261588,0.005767755187116563,0.058312653005123116,0.016941627487540245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.9188969787955285,0.4272144360076634,Advanced,Germany,Bayern,Passau,,,Passau
DE02498,large: 10000+,66500.0,0.0014839687281637452,0.0006284131854242228,0.0006021808381774463,0.002995360374916345,0.0013634037459269166,0.007118276077322662,0.0036021065167413744,0.002432144689373672,0.016533039463683955,0.006191755877807736,0.0,0.0,0.0,0.0,0.0,0.0035226987107889727,0.0017849887169769359,0.001297492059529759,0.008464861079119146,0.003115327563136816,0.02574285193067044,0.018003863005756,0.006516521878074855,0.07151705045253035,0.02087360806763172,0.0,0.0,0.0,0.0,0.0,0.874250371992588,0.057151599276357004,0.7320042878389359,0.950547781586647,0.8850531876087189,0.0,0.0,0.0,0.0,0.0,0.014054445863177533,0.013023558152271818,0.0022103561845142395,0.04985568122938275,0.00971509050577879,0.021300087876152247,0.013396776157798064,0.005995729682035744,0.057224003970623015,0.017751255072653294,0.03002306335652247,0.01746202160257468,0.008906547911465168,0.07381027601659297,0.02549622766673565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022504236240405588,0.013140381953303137,0.006924220989458263,0.060318488720804454,0.019086146727204323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.874250371992588,0.6090227891667632,Advanced,Germany,Bayern,Passau,,,Passau
DE02501,large: 10000+,12600.0,0.0010609594255220145,0.0004948517116827487,0.00043178498453926294,0.0022887841740157453,0.0009268393041566014,0.0029011956777540036,0.0014376665512343906,0.0010872612707316875,0.006705574260558932,0.0025623893598094583,0.0,0.0,0.0,0.0,0.0,0.00437933249224443,0.0032747292598240903,0.0011506917071528733,0.01252598424907773,0.0035522158723324537,0.014865916952025146,0.011182751124973321,0.003612759441602975,0.04191850069910287,0.01165437651798129,0.0,0.0,0.0,0.0,0.0,0.9100936992764473,0.04504718377869011,0.7905965074896812,0.9666549608111381,0.9215506613254547,0.0,0.0,0.0,0.0,0.0,0.010561838531808462,0.008527814745088383,0.002155138354282826,0.032610202394425865,0.008197112008929253,0.011523403230123222,0.008115164536640195,0.003186335851205513,0.03163053998723625,0.00919715454801917,0.023796879688743503,0.0159271618903102,0.00638843912165612,0.0688610281795263,0.0197703056037426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02081677516363561,0.013986295221971862,0.005827113019768149,0.060636310279369346,0.01732916384935379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.9100936992764473,0.4653590302979956,Advanced,Germany,Bayern,Passau,,,Passau
DE02510,large: 10000+,11900.0,0.001103696828300599,0.00048338054268310407,0.000465630413236795,0.0023232440988067526,0.0010041138157248497,0.0036417781984782777,0.0018279087070371162,0.0013446231721900403,0.008329013432376084,0.003260539611801505,0.0,0.0,0.0,0.0,0.0,0.00398319916750188,0.0025809562949949765,0.0011545041052158922,0.011217913916334506,0.0033721872605383396,0.013981378552271053,0.009504708035398091,0.0038938040204811843,0.040071570035070156,0.011541368905454874,0.0,0.0,0.0,0.0,0.0,0.9007733792066575,0.0479263187874511,0.7870353117585183,0.9644365519285202,0.9096432328224182,0.0,0.0,0.0,0.0,0.0,0.014416394653380848,0.012027440254321266,0.00243750762892887,0.04836357897147532,0.010723802726715803,0.011455225558253006,0.007734512535103364,0.0033181188628077507,0.030837565567344426,0.009605787694454193,0.033947244252078235,0.023498013254341584,0.008114015753380954,0.09339063055813313,0.02783569786697626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01669770179502666,0.009992758105241339,0.004756999318487942,0.04360909592360258,0.0141048738732934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.9007733792066575,0.49929825705642966,Advanced,Germany,Bayern,Freyung-Grafenau,,,Freyung-Grafenau
DE02526,large: 10000+,11200.0,0.0010186558405985125,0.00045723612846695146,0.0004164216632489115,0.0021345559100154773,0.0009059013100340962,0.0033025228425394744,0.0017014250831879044,0.0012079158535925672,0.007625146070495248,0.0029245821060612798,0.0,0.0,0.0,0.0,0.0,0.004454293744754977,0.0028758390246435566,0.0012700297811534256,0.011417320556938648,0.0038134402129799128,0.01194534786650911,0.00814819072760215,0.003225757146719843,0.034245023876428596,0.009750294964760542,0.0,0.0,0.0,0.0,0.0,0.9070531423687935,0.04561040354619495,0.7981390997767448,0.9674624294042588,0.9178503155708313,0.0,0.0,0.0,0.0,0.0,0.010114367505302653,0.007833899939056919,0.0020403827948030084,0.03144177766516805,0.007666786666959524,0.009951558003900572,0.0065284194049489335,0.0029941432410851123,0.02786692259833216,0.008149957284331322,0.03491908853314817,0.02344709595566063,0.007773430668748915,0.09531858675181863,0.02863795030862093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241022990318017,0.011097943719881207,0.0050246308441273865,0.04400699818506836,0.014438260812312365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.9070531423687935,0.4708649435285269,Advanced,Germany,Bayern,Freyung-Grafenau,,,Freyung-Grafenau
DE02528,large: 10000+,14000.0,0.0009170525082881796,0.00041118440993382363,0.00038891371586942115,0.0020118361047934733,0.0008221838215831667,0.002557735152600799,0.0012565683757711395,0.0009837704739766196,0.005840321199502795,0.002284781541675329,0.0,0.0,0.0,0.0,0.0,0.002312132337217918,0.0014491866047011655,0.0007559912060969509,0.005907057749573141,0.0019327226327732205,0.008054036222514696,0.005718054332022929,0.002218951197573915,0.024321138486266134,0.00649651768617332,0.0,0.0,0.0,0.0,0.0,0.933515730559826,0.03288113615236755,0.8486213907599449,0.974768528342247,0.9416152536869049,0.0,0.0,0.0,0.0,0.0,0.006600032297137659,0.004869976197713891,0.0014989269518991932,0.02031767307780683,0.005236810306087136,0.009827095100423322,0.006199119573695228,0.002816103253280744,0.026942767621949314,0.008264360949397087,0.01988185593788512,0.012457778315021508,0.005703361763153225,0.05094669656828042,0.01677198614925146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016334329325705766,0.011506328135784383,0.004313833138439804,0.045576218981295796,0.01282486878335476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.933515730559826,0.36243772454600964,Advanced,Germany,Bayern,Rottal-Inn,,,Rottal-Inn
DE02532,large: 10000+,64351.0,0.0012467326732876244,0.0005367792162812406,0.0005358856113161891,0.002521268412237987,0.0011388352722860873,0.00554780078062322,0.002723763471629716,0.002053770364727825,0.011996097490191454,0.004992050584405661,0.0,0.0,0.0,0.0,0.0,0.002633114642871078,0.001288532142690273,0.0009524554960080422,0.005984798143617808,0.002390124718658626,0.0208674352474045,0.015280842236814801,0.005509354348760098,0.05860195262357592,0.016605540178716183,0.0,0.0,0.0,0.0,0.0,0.9067115887999535,0.04424540080897573,0.8010881558060646,0.9631661266088486,0.9159462153911591,0.0,0.0,0.0,0.0,0.0,0.00890958579344442,0.007170620277695365,0.0017240152548765764,0.026932954788208008,0.006789011415094137,0.017269144247518853,0.011942004842300501,0.004957325442228466,0.0489536378532648,0.01406847033649683,0.021549827894195916,0.012951419340137046,0.006629632052499801,0.05340676438063381,0.01832819264382124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015264772134600207,0.008875059200235371,0.004989321704488248,0.03874227879568933,0.013125074096024036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EA,0.9067115887999535,0.48102392285848583,Advanced,Germany,Bayern,Rottal-Inn,,,Rottal-Inn
